PARMS genManual=true tcDetailsClassName=JSR286SignatureTestCaseDetails singlePage=true
Class / Section;Keywords;Name;Testable;Description
StateAwareResponse;SIG Action;hasSetRenderParameterReturnsA;TRUE;ActionResponse method setRenderParameter(String, String[]) returns void 
StateAwareResponse;SIG Action;hasSetRenderParameters;TRUE;ActionResponse has a setRenderParameters(java.util.Map)  method 
StateAwareResponse;SIG Action;hasSetRenderParametersReturns;TRUE;ActionResponse method setRenderParameters(java.util.Map) returns void 
StateAwareResponse;SIG Action;hasSetWindowState;TRUE;ActionResponse has a setWindowState(WindowState) throws WindowStateException method 
StateAwareResponse;SIG Action;hasSetWindowStateReturns;TRUE;ActionResponse method setWindowState(WindowState) returns void 
StateAwareResponse;SIG Action;implementsPortletResponse;TRUE;ActionResponse implements PortletResponse 
Sig Tests Env;;;; 264 tests.
CacheControl;SIG Render;hasGetETag;TRUE;CacheControl has a getETag()  method 
CacheControl;SIG Render;hasGetETagReturns;TRUE;CacheControl method getETag() returns String 
CacheControl;SIG Render;hasGetExpirationTime;TRUE;CacheControl has a getExpirationTime()  method 
CacheControl;SIG Render;hasGetExpirationTimeReturns;TRUE;CacheControl method getExpirationTime() returns int 
CacheControl;SIG Render;hasIsPublicScope;TRUE;CacheControl has a isPublicScope()  method 
CacheControl;SIG Render;hasIsPublicScopeReturns;TRUE;CacheControl method isPublicScope() returns boolean 
CacheControl;SIG Render;hasSetETag;TRUE;CacheControl has a setETag(String)  method 
CacheControl;SIG Render;hasSetETagReturns;TRUE;CacheControl method setETag(String) returns void 
CacheControl;SIG Render;hasSetExpirationTime;TRUE;CacheControl has a setExpirationTime(int)  method 
CacheControl;SIG Render;hasSetExpirationTimeReturns;TRUE;CacheControl method setExpirationTime(int) returns void 
CacheControl;SIG Render;hasSetPublicScope;TRUE;CacheControl has a setPublicScope(boolean)  method 
CacheControl;SIG Render;hasSetPublicScopeReturns;TRUE;CacheControl method setPublicScope(boolean) returns void 
CacheControl;SIG Render;hasSetUseCachedContent;TRUE;CacheControl has a setUseCachedContent(boolean)  method 
CacheControl;SIG Render;hasSetUseCachedContentReturns;TRUE;CacheControl method setUseCachedContent(boolean) returns void 
CacheControl;SIG Render;hasUseCachedContent;TRUE;CacheControl has a useCachedContent()  method 
CacheControl;SIG Render;hasUseCachedContentReturns;TRUE;CacheControl method useCachedContent() returns boolean 
EventPortlet;SIG Render;hasProcessEvent;TRUE;EventPortlet has a processEvent(EventRequest, EventResponse) throws PortletException, java.io.IOException method 
EventPortlet;SIG Render;hasProcessEventReturns;TRUE;EventPortlet method processEvent(EventRequest, EventResponse) returns void 
GenericPortlet;SIG Render;constructor;TRUE;GenericPortlet provides constructor GenericPortlet() 
GenericPortlet;SIG Render;hasDestroy;TRUE;GenericPortlet has a destroy()  method 
GenericPortlet;SIG Render;hasDestroyReturns;TRUE;GenericPortlet method destroy() returns void 
GenericPortlet;SIG Render;hasDoDispatch;TRUE;GenericPortlet has a doDispatch(RenderRequest, RenderResponse) throws PortletException, java.io.IOException method 
GenericPortlet;SIG Render;hasDoDispatchReturns;TRUE;GenericPortlet method doDispatch(RenderRequest, RenderResponse) returns void 
GenericPortlet;SIG Render;hasDoEdit;TRUE;GenericPortlet has a doEdit(RenderRequest, RenderResponse) throws PortletException, java.io.IOException method 
GenericPortlet;SIG Render;hasDoEditReturns;TRUE;GenericPortlet method doEdit(RenderRequest, RenderResponse) returns void 
GenericPortlet;SIG Render;hasDoHeaders;TRUE;GenericPortlet has a doHeaders(RenderRequest, RenderResponse)  method 
GenericPortlet;SIG Render;hasDoHeadersReturns;TRUE;GenericPortlet method doHeaders(RenderRequest, RenderResponse) returns void 
GenericPortlet;SIG Render;hasDoHelp;TRUE;GenericPortlet has a doHelp(RenderRequest, RenderResponse) throws PortletException, java.io.IOException method 
GenericPortlet;SIG Render;hasDoHelpReturns;TRUE;GenericPortlet method doHelp(RenderRequest, RenderResponse) returns void 
GenericPortlet;SIG Render;hasDoView;TRUE;GenericPortlet has a doView(RenderRequest, RenderResponse) throws PortletException, java.io.IOException method 
GenericPortlet;SIG Render;hasDoViewReturns;TRUE;GenericPortlet method doView(RenderRequest, RenderResponse) returns void 
GenericPortlet;SIG Render;hasGetContainerRuntimeOptions;TRUE;GenericPortlet has a getContainerRuntimeOptions()  method 
GenericPortlet;SIG Render;hasGetContainerRuntimeOptionsReturns;TRUE;GenericPortlet method getContainerRuntimeOptions() returns java.util.Map 
GenericPortlet;SIG Render;hasGetDefaultNamespace;TRUE;GenericPortlet has a getDefaultNamespace()  method 
GenericPortlet;SIG Render;hasGetDefaultNamespaceReturns;TRUE;GenericPortlet method getDefaultNamespace() returns String 
GenericPortlet;SIG Render;hasGetInitParameter;TRUE;GenericPortlet has a getInitParameter(String)  method 
GenericPortlet;SIG Render;hasGetInitParameterNames;TRUE;GenericPortlet has a getInitParameterNames()  method 
GenericPortlet;SIG Render;hasGetInitParameterNamesReturns;TRUE;GenericPortlet method getInitParameterNames() returns java.util.Enumeration 
GenericPortlet;SIG Render;hasGetInitParameterReturns;TRUE;GenericPortlet method getInitParameter(String) returns String 
GenericPortlet;SIG Render;hasGetNextPossiblePortletModes;TRUE;GenericPortlet has a getNextPossiblePortletModes(RenderRequest)  method 
GenericPortlet;SIG Render;hasGetNextPossiblePortletModesReturns;TRUE;GenericPortlet method getNextPossiblePortletModes(RenderRequest) returns java.util.Collection 
GenericPortlet;SIG Render;hasGetPortletConfig;TRUE;GenericPortlet has a getPortletConfig()  method 
GenericPortlet;SIG Render;hasGetPortletConfigReturns;TRUE;GenericPortlet method getPortletConfig() returns PortletConfig 
GenericPortlet;SIG Render;hasGetPortletContext;TRUE;GenericPortlet has a getPortletContext()  method 
GenericPortlet;SIG Render;hasGetPortletContextReturns;TRUE;GenericPortlet method getPortletContext() returns PortletContext 
GenericPortlet;SIG Render;hasGetPortletName;TRUE;GenericPortlet has a getPortletName()  method 
GenericPortlet;SIG Render;hasGetPortletNameReturns;TRUE;GenericPortlet method getPortletName() returns String 
GenericPortlet;SIG Render;hasGetProcessingEventQNames;TRUE;GenericPortlet has a getProcessingEventQNames()  method 
GenericPortlet;SIG Render;hasGetProcessingEventQNamesReturns;TRUE;GenericPortlet method getProcessingEventQNames() returns java.util.Enumeration 
GenericPortlet;SIG Render;hasGetPublicRenderParameterNames;TRUE;GenericPortlet has a getPublicRenderParameterNames()  method 
GenericPortlet;SIG Render;hasGetPublicRenderParameterNamesReturns;TRUE;GenericPortlet method getPublicRenderParameterNames() returns java.util.Enumeration 
GenericPortlet;SIG Render;hasGetPublishingEventQNames;TRUE;GenericPortlet has a getPublishingEventQNames()  method 
GenericPortlet;SIG Render;hasGetPublishingEventQNamesReturns;TRUE;GenericPortlet method getPublishingEventQNames() returns java.util.Enumeration 
GenericPortlet;SIG Render;hasGetResourceBundle;TRUE;GenericPortlet has a getResourceBundle(java.util.Locale)  method 
GenericPortlet;SIG Render;hasGetResourceBundleReturns;TRUE;GenericPortlet method getResourceBundle(java.util.Locale) returns java.util.ResourceBundle 
GenericPortlet;SIG Render;hasGetSupportedLocales;TRUE;GenericPortlet has a getSupportedLocales()  method 
GenericPortlet;SIG Render;hasGetSupportedLocalesReturns;TRUE;GenericPortlet method getSupportedLocales() returns java.util.Enumeration 
GenericPortlet;SIG Render;hasGetTitle;TRUE;GenericPortlet has a getTitle(RenderRequest)  method 
GenericPortlet;SIG Render;hasGetTitleReturns;TRUE;GenericPortlet method getTitle(RenderRequest) returns String 
GenericPortlet;SIG Render;hasInit;TRUE;GenericPortlet has a init(PortletConfig) throws PortletException method 
GenericPortlet;SIG Render;hasInitA;TRUE;GenericPortlet has a init() throws PortletException method 
GenericPortlet;SIG Render;hasInitReturns;TRUE;GenericPortlet method init(PortletConfig) returns void 
GenericPortlet;SIG Render;hasInitReturnsA;TRUE;GenericPortlet method init() returns void 
GenericPortlet;SIG Render;hasProcessAction;TRUE;GenericPortlet has a processAction(ActionRequest, ActionResponse) throws PortletException, java.io.IOException method 
GenericPortlet;SIG Render;hasProcessActionReturns;TRUE;GenericPortlet method processAction(ActionRequest, ActionResponse) returns void 
GenericPortlet;SIG Render;hasProcessEvent;TRUE;GenericPortlet has a processEvent(EventRequest, EventResponse) throws PortletException, java.io.IOException method 
GenericPortlet;SIG Render;hasProcessEventReturns;TRUE;GenericPortlet method processEvent(EventRequest, EventResponse) returns void 
GenericPortlet;SIG Render;hasRender;TRUE;GenericPortlet has a render(RenderRequest, RenderResponse) throws PortletException, java.io.IOException method 
GenericPortlet;SIG Render;hasRenderReturns;TRUE;GenericPortlet method render(RenderRequest, RenderResponse) returns void 
GenericPortlet;SIG Render;hasServeResource;TRUE;GenericPortlet has a serveResource(ResourceRequest, ResourceResponse) throws PortletException, java.io.IOException method 
GenericPortlet;SIG Render;hasServeResourceReturns;TRUE;GenericPortlet method serveResource(ResourceRequest, ResourceResponse) returns void 
GenericPortlet;SIG Render;implementsEventPortlet;TRUE;GenericPortlet implements EventPortlet 
GenericPortlet;SIG Render;implementsPortlet;TRUE;GenericPortlet implements Portlet 
GenericPortlet;SIG Render;implementsPortletConfig;TRUE;GenericPortlet implements PortletConfig 
GenericPortlet;SIG Render;implementsResourceServingPortlet;TRUE;GenericPortlet implements ResourceServingPortlet 
PortalContext;SIG Render;fieldMARKUP_HEAD_ELEMENT_SUPPORT;TRUE;PortalContext has String field MARKUP_HEAD_ELEMENT_SUPPORT 
PortalContext;SIG Render;hasGetPortalInfo;TRUE;PortalContext has a getPortalInfo()  method 
PortalContext;SIG Render;hasGetPortalInfoReturns;TRUE;PortalContext method getPortalInfo() returns String 
PortalContext;SIG Render;hasGetProperty;TRUE;PortalContext has a getProperty(String)  method 
PortalContext;SIG Render;hasGetPropertyNames;TRUE;PortalContext has a getPropertyNames()  method 
PortalContext;SIG Render;hasGetPropertyNamesReturns;TRUE;PortalContext method getPropertyNames() returns java.util.Enumeration 
PortalContext;SIG Render;hasGetPropertyReturns;TRUE;PortalContext method getProperty(String) returns String 
PortalContext;SIG Render;hasGetSupportedPortletModes;TRUE;PortalContext has a getSupportedPortletModes()  method 
PortalContext;SIG Render;hasGetSupportedPortletModesReturns;TRUE;PortalContext method getSupportedPortletModes() returns java.util.Enumeration 
PortalContext;SIG Render;hasGetSupportedWindowStates;TRUE;PortalContext has a getSupportedWindowStates()  method 
PortalContext;SIG Render;hasGetSupportedWindowStatesReturns;TRUE;PortalContext method getSupportedWindowStates() returns java.util.Enumeration 
Portlet;SIG Render;hasDestroy;TRUE;Portlet has a destroy()  method 
Portlet;SIG Render;hasDestroyReturns;TRUE;Portlet method destroy() returns void 
Portlet;SIG Render;hasInit;TRUE;Portlet has a init(PortletConfig) throws PortletException method 
Portlet;SIG Render;hasInitReturns;TRUE;Portlet method init(PortletConfig) returns void 
Portlet;SIG Render;hasProcessAction;TRUE;Portlet has a processAction(ActionRequest, ActionResponse) throws PortletException, java.io.IOException method 
Portlet;SIG Render;hasProcessActionReturns;TRUE;Portlet method processAction(ActionRequest, ActionResponse) returns void 
Portlet;SIG Render;hasRender;TRUE;Portlet has a render(RenderRequest, RenderResponse) throws PortletException, java.io.IOException method 
Portlet;SIG Render;hasRenderReturns;TRUE;Portlet method render(RenderRequest, RenderResponse) returns void 
PortletConfig;SIG Render;hasGetContainerRuntimeOptions;TRUE;PortletConfig has a getContainerRuntimeOptions()  method 
PortletConfig;SIG Render;hasGetContainerRuntimeOptionsReturns;TRUE;PortletConfig method getContainerRuntimeOptions() returns java.util.Map 
PortletConfig;SIG Render;hasGetDefaultNamespace;TRUE;PortletConfig has a getDefaultNamespace()  method 
PortletConfig;SIG Render;hasGetDefaultNamespaceReturns;TRUE;PortletConfig method getDefaultNamespace() returns String 
PortletConfig;SIG Render;hasGetInitParameter;TRUE;PortletConfig has a getInitParameter(String)  method 
PortletConfig;SIG Render;hasGetInitParameterNames;TRUE;PortletConfig has a getInitParameterNames()  method 
PortletConfig;SIG Render;hasGetInitParameterNamesReturns;TRUE;PortletConfig method getInitParameterNames() returns java.util.Enumeration 
PortletConfig;SIG Render;hasGetInitParameterReturns;TRUE;PortletConfig method getInitParameter(String) returns String 
PortletConfig;SIG Render;hasGetPortletContext;TRUE;PortletConfig has a getPortletContext()  method 
PortletConfig;SIG Render;hasGetPortletContextReturns;TRUE;PortletConfig method getPortletContext() returns PortletContext 
